variant,dataset,repeat,num_workers,batch_size,device,stage,calls,ms_per_call,pct
everything,si_large,0,0,8,cuda,backward,72,175.72,55.3
everything,si_large,0,0,8,cuda,forward,72,78.02,24.6
everything,si_large,0,0,8,cuda,group_and_join,96,1.36,0.6
everything,si_large,0,0,8,cuda,h2d,72,2.46,0.8
everything,si_large,0,0,8,cuda,loader,72,47.56,15.0
everything,si_large,0,0,8,cuda,loss,72,1.41,0.4
everything,si_large,0,0,8,cuda,optimizer,72,1.65,0.5
everything,si_large,0,0,8,cuda,serialize,96,3.12,1.3
everything,si_large,0,0,8,cuda,step,72,270.04,85.0
everything,si_large,0,0,8,cuda,transforms,96,33.26,14.0
everything,si_large,0,0,8,cuda,transforms/add_neighbor_lists,96,20.1,8.4
everything,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,2.96,0.9
everything,si_large,0,0,8,cuda,transforms/densify_atomic_basis_targets,96,0.01,0.0
everything,si_large,0,0,8,cuda,transforms/divide_by_scale,96,0.6,0.3
everything,si_large,0,0,8,cuda,transforms/subtract_additive,96,10.28,4.3
everything,si_large,0,0,8,cuda,unpack,72,8.32,2.6
everything,si_large,0,0,8,cuda,backward,72,175.6,55.7
everything,si_large,0,0,8,cuda,forward,72,76.98,24.4
everything,si_large,0,0,8,cuda,group_and_join,96,1.36,0.6
everything,si_large,0,0,8,cuda,h2d,72,2.48,0.8
everything,si_large,0,0,8,cuda,loader,72,47.06,14.9
everything,si_large,0,0,8,cuda,loss,72,1.44,0.5
everything,si_large,0,0,8,cuda,optimizer,72,1.74,0.6
everything,si_large,0,0,8,cuda,serialize,96,3.3,1.4
everything,si_large,0,0,8,cuda,step,72,268.46,85.1
everything,si_large,0,0,8,cuda,transforms,96,32.62,13.8
everything,si_large,0,0,8,cuda,transforms/add_neighbor_lists,96,19.34,8.2
everything,si_large,0,0,8,cuda,transforms/apply_random_augmentations,72,2.91,0.9
everything,si_large,0,0,8,cuda,transforms/densify_atomic_basis_targets,96,0.01,0.0
everything,si_large,0,0,8,cuda,transforms/divide_by_scale,96,0.61,0.3
everything,si_large,0,0,8,cuda,transforms/subtract_additive,96,10.42,4.4
everything,si_large,0,0,8,cuda,unpack,72,7.68,2.4
